	baseMean	log2FoldChange	lfcSE	pvalue	padj
ALX3	0.7006949223191711	-2.9843718478610968	0.6837377177813733	0.00017769268909320648	0.0018303459874444274
TKTL1	8.461753574573846	1.050136658657855	0.26734496079505937	0.00020790505694537884	0.002083756487747967
ANXA8L1	4.748825144409322	-1.2130303665799622	0.15259799495807763	0.00021613272153326072	0.0021518570009558258
REG1B	1405.9934266547323	1.1295256123780597	0.3275561175081319	0.00022563522657449985	0.0022265684158371646
CTC-525D6.3	0.5696914029589681	-2.6413793366484497	0.6098599327543389	0.00023324752330288986	0.002287309187914597
KRT16P2	0.5961162242792212	2.1113260265223555	0.2908675244378415	0.00024031508599949242	0.002342648162644784
CCKAR	1.0002440768285865	1.9131208193230054	0.4017724626506009	0.00024294769159621398	0.002363641513338039
ASIP	4.766732571020635	-1.05636662590636	0.11811404853380278	0.0002510328562598324	0.002424544963507296
SFTPC	1.1720371398485752	6.702310909036775	0.4273911557493603	0.0002532426263395074	0.002442472445829072
MLN	2.056087195963281	2.188585173090539	0.4242863483230885	0.00029529783722246017	0.0027812917103870543
AC004009.1	0.4249427259588184	1.9275512835499893	0.4890340408395376	0.00030580243056806464	0.0028622776008021184
RP11-400G3.5	0.46253249852599293	1.170803993430366	0.3286504782281096	0.00031477767613203103	0.0029294973710848496
DMRT1	3.750450636232083	-1.1678671547622246	0.3694218780917347	0.00034997842746812993	0.0031859659799405035
UGT2B4	5.727893631807172	1.7247562552143354	0.3325532202988193	0.00035312913742295224	0.003211262282336473
GS1-594A7.3	1.1670909293858351	-1.153883836170322	0.4011723314067705	0.00038394510710646406	0.003437194429560149
ABCB5	3.5591923723785426	1.0705641857107127	0.25818113968500905	0.00039444871529202525	0.0035093945720649066
POU6F2-AS1	6.717270691770929	-1.03982996104749	0.4181444143453297	0.000397787681177083	0.0035345487348839954
CCNYL2	0.7590893316683297	2.7252915523171533	0.3162241892864218	0.0004360889884809951	0.00381790658660497
ST6GAL2-IT1	0.45508492455270977	-1.2094255549563904	0.36142331433390823	0.00043859566897931396	0.0038349917000525427
UPK2	14.075132912049677	-1.268724060959337	0.2394752659729365	0.00045653723960295	0.003964768212573973
KRT14	5.860328402783629	5.72438755432816	0.24526439749808315	0.00046271898754891107	0.004010386045662307
SLC35F3	2.632367531910991	1.1811510297412346	0.19501949397633533	0.0004919141438088913	0.00420850401260131
CTD-2089N3.2	0.4499898735407533	-1.6069578683534114	0.42645947609866414	0.0005037958217537605	0.0042878511808110845
ANKRD63	0.61475363423205	1.4154166091761187	0.3675012208692126	0.0005222540558980316	0.0044074201572496625
TCN1	898.9381012744166	1.0265018375598438	0.2612692592545529	0.0005249597469111613	0.004422209692394558
SLC13A5	7.685631599204127	-1.3542212749643976	0.17788143840693865	0.0005294283454526354	0.004453335653980303
TMEM229A	4.243681972533786	2.762379002595493	0.32744409622298537	0.00055070177016806	0.004598679337056203
RP11-122M14.1	1.6867595544313068	1.6688310235350161	0.16383150110748002	0.0005525370665176365	0.004608183877124709
DAW1	2.1360150952547947	-1.8703668724387783	0.2077518339484914	0.0005634341606568252	0.0046823602119262335
RP11-303E16.6	1.7257247382741634	1.0591699892412174	0.21515163611956473	0.0006004399194404048	0.004922990106301719
RP11-85B7.2	1.0111870615543546	1.5455584196885477	0.2542805692198568	0.0007146202297812795	0.005696181282295368
PAEP	13.388339425466626	-4.81845498845778	0.2070808837781514	0.0007241272085817401	0.0057582080255267525
LINC00524	4.012709294975501	-1.0238579037376287	0.2688603321603361	0.0007356806501168675	0.00582373098641677
RP11-218I7.2	0.595716732038294	-2.37618020193719	0.3949569127386149	0.0007575757114302904	0.005947976795039638
RP11-86K22.2	1.249793640479894	-1.228218731106955	0.47424317734652877	0.0007620105320872223	0.005977360835164316
REG1P	0.722424665163267	1.3206745552520087	0.5077852101715234	0.0007832982923298887	0.006102764814006248
ZNF80	2.841730976838568	1.01685723210033	0.1882798058060101	0.0007966350734596271	0.006181573167186835
ZNF849P	0.4882917325929864	-1.4932445430066623	0.45362933417572654	0.0008601525076434635	0.006555151656882158
RP11-578F21.4	0.4925136213144278	-1.4114850944884005	0.4755048401754728	0.0008781827000924633	0.006675692152135756
FAM9C	0.951820591923633	-1.0473750774171031	0.22384364942539176	0.000879793097990433	0.006682712561775583
GBP6	3.695543649304578	1.0591090048149558	0.19529984967775493	0.0008945102323507729	0.006770559631492163
FCER2	14.281538202909545	1.3619590908779302	0.2011653650084281	0.000904995364998393	0.006827595001379314
CRISP2	0.48525426565953034	3.0234672332012598	0.7067509540277542	0.0009159715854975365	0.006893838879911509
ERICH3	1.0926712370285598	2.0608157654028463	0.2140822777666947	0.0009189338963696099	0.006913121087522018
RP11-298E9.6	0.4722938949667295	-1.0706469632196476	0.41116818206885536	0.0009457731245214784	0.0070857076300917185
AICDA	1.7233176396455832	1.9865121110718484	0.24066034525854332	0.0009542248339819519	0.007135097925106875
ZNF444P1	0.5894050102945965	-1.2153860538471026	0.44693388679084317	0.0009804953263378854	0.007309377850433388
RP11-527H14.1	0.35948322918301595	1.5491503543427851	0.4238689987620852	0.0010545089495070266	0.007770563281005694
NTS	48.243806023416745	-1.1546429083046668	0.2947462560927372	0.0010604023554662148	0.007803121786970784
RP11-164H13.1	0.9193181474816953	1.4546182057372794	0.36061085144359123	0.0010819354329145115	0.007928683637174071
TSPAN32	23.502693598440842	-1.2609331029811488	0.14929401918575835	0.0011961599265564715	0.008569223001951485
RP11-876N24.1	0.9641495317711939	1.0425223485505828	0.25615045296445255	0.0012703694946485235	0.00897443681860722
KRT16P6	0.4787599704735347	3.1835511840943282	0.398685294774749	0.0012975103680745233	0.00912882727491503
ITGAD	7.015488949227521	1.1325764472826787	0.14993394276056032	0.0014986218987742593	0.010241274859490576
GPR87	1.2839797781274127	-2.1113687693940606	0.28654511441462477	0.0015595631465634278	0.010605275045482905
RP11-87G24.3	0.4967405954264251	1.5841821051240557	0.35853680195347976	0.0015917822310334356	0.010788260340548037
MS4A18	0.552457093928871	1.1780940487014029	0.4094530824684248	0.001678406687177906	0.011245162010038898
GKN2	0.41102772880624117	1.2498435015578975	0.4032936194021969	0.0017146246130040818	0.011441210371703047
IGDCC3	5.975373295662115	2.0682370922534874	0.23775071332670422	0.0018564252009970815	0.012166454192037419
IVL	2.565980754882967	1.8487372203459822	0.41887396532338866	0.001909051519121855	0.012447578132420357
RP11-117L5.4	0.7539127019722635	1.173456953058741	0.3009559984120562	0.0021598960978782525	0.013778880734656737
FAM133A	1.8037651827627046	-1.5690450098430684	0.27195349720307216	0.002239352731735517	0.014192023157443537
SYCP2	51.19071702333001	1.0088613054638584	0.14186339295890638	0.002339232337388033	0.01467085644973813
VN1R51P	0.35413410294744985	1.1311387533044734	0.3827888176239015	0.0025018951376197854	0.015522277791931802
IGLV5-52	2.4091919816535516	-2.211110861820232	0.20122240955097917	0.0025016669802692248	0.015522277791931802
LY6K	3.1173485246967245	1.4792102779130722	0.19287020583516543	0.0026326387121292116	0.016138813603038465
RP11-203B7.2	1.1791622348753366	1.3984679211363464	0.2534930497654036	0.0026774061686730545	0.016349408460684223
KLK13	14.727768404635393	1.4297977523179528	0.22670656022986316	0.0027768228592622286	0.01680496020907637
MROH2B	0.5553080518221696	1.2525847016102178	0.3884425520009068	0.002919238240875908	0.017461837610559767
LINC00951	0.4767130858627583	-1.2379039376670389	0.45141492791634297	0.0031030693301686996	0.01825429025859466
C6orf118	0.39848116202958317	2.0296713785457157	0.4807350249684744	0.003140303672934546	0.018406261798956193
ARHGAP40	9.012218482032349	1.0735973914778738	0.24854763050592713	0.003378720929822587	0.019494531151722772
RP3-417L20.4	0.39643964551777666	3.44068439583927	0.8129884197272147	0.0035931005532336274	0.02047343945772262
LINC01351	1.3761980043870288	1.3267828440875444	0.39885265534306813	0.0036131354599903006	0.020568727957333936
LRRTM1	23.432225362653238	-1.4160303626652873	0.25081725072312394	0.0037707818528702162	0.021267276623945237
TUBA3C	0.5664795956798944	2.6568819722237453	0.42039918163535817	0.004177678102033391	0.023038263817344605
KRT38	2.25719957706509	-1.2850101510399423	0.39850361960215447	0.004275930576199949	0.023452769611051902
PGPEP1L	0.7378187999802163	1.1164651481592602	0.31673091284539673	0.00442734769505034	0.02409110977442226
SLC13A1	0.7002878519119912	1.0750993567363674	0.5506801138598831	0.00449015090110905	0.024341678201617385
MOG	0.40991367948047225	1.0707567912900304	0.40814308576037145	0.004747688567950956	0.025466014561250215
CACNG6	1.4175311111399729	2.045835048972299	0.2681612426258237	0.005048112058064074	0.02661451599166799
KCNC2	3.3262152649898993	-2.263846018664355	0.3936247612085929	0.005071236100214906	0.026707891495764323
OTOP3	1.021700235304478	1.3724844425385805	0.4737207164823859	0.005106830020746197	0.02683805466471883
XXyac-YX65C7_A.3	0.7044195723307252	7.579212976906228	0.39721443623362135	0.005219899755263627	0.0272910835221458
CRP	1.1091486980507805	-3.4262514285802355	0.3929635313643596	0.005264481926248438	0.02745328950190687
UNC80	2.3719300474806877	1.28702960351263	0.17788781128681255	0.005449727164636735	0.02820660524684903
RIMS2	4.200848392896976	2.5177572476490147	0.21969057872597425	0.005577125334379656	0.02874537454093487
OR7E15P	0.37562106238333454	-1.9185824947444396	0.6046865913386529	0.0056186606539161184	0.028894773922715142
KRTAP3-2	2.0034143724837072	-1.101858662630133	0.2626257411731741	0.006210349363703722	0.03121715126234888
KRTAP1-1	0.8797032240864832	-1.4413239460819725	0.36762876443356884	0.006230897740435842	0.03130302375834633
AC079466.1	11.728013937791417	2.4269518842060394	0.3076942012015151	0.006267798856581472	0.03143273368790633
NPPC	3.51673990632449	1.2075901798664948	0.20737529064018317	0.006556456542208746	0.032586975975651994
NCAN	1.3621998409197442	2.653502596491496	0.18745243791157307	0.006698780650583361	0.03308960041616821
RP11-964E11.2	1.954035724388481	1.3875215196490325	0.44689096612305634	0.0068322228844959745	0.03358544178547139
RP11-218F4.1	1.172114871428658	1.1707488405703983	0.45961729785201516	0.007114658128503983	0.03467768309938902
KRT6C	4.795989833044284	2.7580603969509907	0.2689355933764891	0.0071886628514039016	0.034905389787964
CTD-2626G11.2	0.6909543982984854	1.682323775816837	0.3095453307958078	0.0074996522540494385	0.03608065044579461
CASC11	6.850409619500394	-1.8546809707729954	0.11378955645531195	0.007513052851354748	0.03613129397839873
FGG	6.566185862399314	-1.067957664090623	0.42515563796753625	0.007891917596426627	0.03758045635535404
TMPRSS15	1.7021807710367887	1.2613905781749015	0.4392806279001865	0.008285625659494752	0.038987593872974076
KRTAP3-3	2.0198923430226943	-1.1592406978624334	0.28998254277456015	0.008453717614354227	0.039546864278012496
INSRR	3.307141942334283	1.000744013249514	0.18060281656819763	0.008902475797375298	0.04118686664940268
CTD-2034I21.1	0.35542853041119643	-2.8928185653014626	0.709393038282043	0.008974236080368578	0.041434786564173307
KRT24	1.321393741062972	2.458195049624181	0.5188191733801311	0.009111322278760214	0.041935880712129565
RNA5SP473	0.3621415852496221	1.3269989560029816	0.42335756976626104	0.009240841423642983	0.04239641087802621
RP11-451G4.2	3.282944640473093	-1.4841000692005526	0.4650798058693182	0.009614787018864089	0.04372866922011165
RP11-809N8.5	7.103346500725296	2.2854547360997035	0.12887705255900542	0.009864579960897017	0.04457711143392139
FBXL21	0.4775739110522106	-2.107684614561433	0.7135675295438063	0.009899112963156856	0.04468638916762665
MIR4479	0.49405349018909916	-1.1618901287742462	0.4165213171867531	0.01002879760243669	0.04512436315697738
AC104809.2	1.0581134560789602	-2.33516403212131	0.3888083940950898	0.010287644604289848	0.04602521623613507
RP11-544M22.1	1.1849798336619604	-1.8518150731819105	0.35099884160520745	0.010538337791631502	0.04685544678776632
RP11-206M11.7	0.7947275340981703	2.6191319385980685	0.3571923745729664	0.010796873829164551	0.04776433811933427
MAGEC2	3.3540448084700873	-3.0250379249764485	0.6724683573850064	0.011320879620584035	0.049500005106435166
LRRC53	0.9398003409072474	2.5987978195234995	0.35988773040774014	0.011435221045644395	0.049898883698605956
